type,file,line,key,detail
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_chip_handling_and_bet_declares/v1/drills.jsonl",11,"id","ID ""live_chip_handling_and_bet_declares:drill:11"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_chip_handling_and_bet_declares/v1/drills.jsonl",11,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_chip_handling_and_bet_declares/v1/drills.jsonl",12,"id","ID ""live_chip_handling_and_bet_declares:drill:12"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_chip_handling_and_bet_declares/v1/drills.jsonl",12,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_chip_handling_and_bet_declares/v1/drills.jsonl",13,"id","ID ""live_chip_handling_and_bet_declares:drill:13"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_chip_handling_and_bet_declares/v1/drills.jsonl",13,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_chip_handling_and_bet_declares/v1/drills.jsonl",14,"id","ID ""live_chip_handling_and_bet_declares:drill:14"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_chip_handling_and_bet_declares/v1/drills.jsonl",14,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_chip_handling_and_bet_declares/v1/drills.jsonl",15,"id","ID ""live_chip_handling_and_bet_declares:drill:15"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_chip_handling_and_bet_declares/v1/drills.jsonl",15,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_chip_handling_and_bet_declares/v1/drills.jsonl",16,"id","ID ""live_chip_handling_and_bet_declares:drill:16"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_chip_handling_and_bet_declares/v1/drills.jsonl",16,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/demos.jsonl",1,"id","ID ""live_etiquette_and_procedures:demo:01"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/demos.jsonl",1,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/demos.jsonl",2,"id","ID ""live_etiquette_and_procedures:demo:02"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/demos.jsonl",2,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/demos.jsonl",3,"id","ID ""live_etiquette_and_procedures:demo:03"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/demos.jsonl",3,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",1,"id","ID ""live_etiquette_and_procedures:drill:01"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",1,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",2,"id","ID ""live_etiquette_and_procedures:drill:02"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",2,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",3,"id","ID ""live_etiquette_and_procedures:drill:03"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",3,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",4,"id","ID ""live_etiquette_and_procedures:drill:04"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",4,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",5,"id","ID ""live_etiquette_and_procedures:drill:05"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",5,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",6,"id","ID ""live_etiquette_and_procedures:drill:06"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",6,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",7,"id","ID ""live_etiquette_and_procedures:drill:07"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",7,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",8,"id","ID ""live_etiquette_and_procedures:drill:08"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",8,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",9,"id","ID ""live_etiquette_and_procedures:drill:09"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",9,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",10,"id","ID ""live_etiquette_and_procedures:drill:10"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",10,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",11,"id","ID ""live_etiquette_and_procedures:drill:11"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",11,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",12,"id","ID ""live_etiquette_and_procedures:drill:12"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",12,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",13,"id","ID ""live_etiquette_and_procedures:drill:13"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",13,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",14,"id","ID ""live_etiquette_and_procedures:drill:14"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",14,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",15,"id","ID ""live_etiquette_and_procedures:drill:15"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",15,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",16,"id","ID ""live_etiquette_and_procedures:drill:16"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_etiquette_and_procedures/v1/drills.jsonl",16,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/demos.jsonl",1,"id","ID ""live_floor_calls_and_dispute_resolution:demo:01"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/demos.jsonl",1,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/demos.jsonl",2,"id","ID ""live_floor_calls_and_dispute_resolution:demo:02"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/demos.jsonl",2,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/demos.jsonl",3,"id","ID ""live_floor_calls_and_dispute_resolution:demo:03"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/demos.jsonl",3,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",1,"id","ID ""live_floor_calls_and_dispute_resolution:drill:01"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",1,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",2,"id","ID ""live_floor_calls_and_dispute_resolution:drill:02"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",2,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",3,"id","ID ""live_floor_calls_and_dispute_resolution:drill:03"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",3,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",4,"id","ID ""live_floor_calls_and_dispute_resolution:drill:04"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",4,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",5,"id","ID ""live_floor_calls_and_dispute_resolution:drill:05"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",5,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",6,"id","ID ""live_floor_calls_and_dispute_resolution:drill:06"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",6,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",7,"id","ID ""live_floor_calls_and_dispute_resolution:drill:07"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",7,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",8,"id","ID ""live_floor_calls_and_dispute_resolution:drill:08"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",8,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",9,"id","ID ""live_floor_calls_and_dispute_resolution:drill:09"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",9,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",10,"id","ID ""live_floor_calls_and_dispute_resolution:drill:10"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",10,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",11,"id","ID ""live_floor_calls_and_dispute_resolution:drill:11"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",11,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",12,"id","ID ""live_floor_calls_and_dispute_resolution:drill:12"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",12,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",13,"id","ID ""live_floor_calls_and_dispute_resolution:drill:13"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",13,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",14,"id","ID ""live_floor_calls_and_dispute_resolution:drill:14"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",14,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",15,"id","ID ""live_floor_calls_and_dispute_resolution:drill:15"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",15,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",16,"id","ID ""live_floor_calls_and_dispute_resolution:drill:16"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_floor_calls_and_dispute_resolution/v1/drills.jsonl",16,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/demos.jsonl",1,"id","ID ""live_full_ring_adjustments:demo:01"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/demos.jsonl",1,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/demos.jsonl",2,"id","ID ""live_full_ring_adjustments:demo:02"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/demos.jsonl",2,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/demos.jsonl",3,"id","ID ""live_full_ring_adjustments:demo:03"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/demos.jsonl",3,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",1,"id","ID ""live_full_ring_adjustments:drill:01"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",1,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",2,"id","ID ""live_full_ring_adjustments:drill:02"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",2,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",3,"id","ID ""live_full_ring_adjustments:drill:03"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",3,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",4,"id","ID ""live_full_ring_adjustments:drill:04"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",4,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",5,"id","ID ""live_full_ring_adjustments:drill:05"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",5,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",6,"id","ID ""live_full_ring_adjustments:drill:06"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",6,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",7,"id","ID ""live_full_ring_adjustments:drill:07"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",7,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",8,"id","ID ""live_full_ring_adjustments:drill:08"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",8,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",9,"id","ID ""live_full_ring_adjustments:drill:09"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",9,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",10,"id","ID ""live_full_ring_adjustments:drill:10"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",10,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",11,"id","ID ""live_full_ring_adjustments:drill:11"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",11,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",12,"id","ID ""live_full_ring_adjustments:drill:12"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",12,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",13,"id","ID ""live_full_ring_adjustments:drill:13"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",13,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",14,"id","ID ""live_full_ring_adjustments:drill:14"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",14,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",15,"id","ID ""live_full_ring_adjustments:drill:15"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",15,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",16,"id","ID ""live_full_ring_adjustments:drill:16"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_full_ring_adjustments/v1/drills.jsonl",16,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_rake_structures_and_tips/v1/demos.jsonl",1,"id","ID ""live_rake_structures_and_tips:demo:01"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_rake_structures_and_tips/v1/demos.jsonl",1,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_rake_structures_and_tips/v1/demos.jsonl",2,"id","ID ""live_rake_structures_and_tips:demo:02"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_rake_structures_and_tips/v1/demos.jsonl",2,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_rake_structures_and_tips/v1/demos.jsonl",3,"id","ID ""live_rake_structures_and_tips:demo:03"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_rake_structures_and_tips/v1/demos.jsonl",3,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_rake_structures_and_tips/v1/drills.jsonl",1,"id","ID ""live_rake_structures_and_tips:drill:01"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_rake_structures_and_tips/v1/drills.jsonl",1,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_rake_structures_and_tips/v1/drills.jsonl",2,"id","ID ""live_rake_structures_and_tips:drill:02"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_rake_structures_and_tips/v1/drills.jsonl",2,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_rake_structures_and_tips/v1/drills.jsonl",3,"id","ID ""live_rake_structures_and_tips:drill:03"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_rake_structures_and_tips/v1/drills.jsonl",3,"title","Missing required key: title"
"invalid_id_format","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_rake_structures_and_tips/v1/drills.jsonl",4,"id","ID ""live_rake_structures_and_tips:drill:04"" does not match ^[a-z0-9_]+$"
"missing_key","/Users/elmarsalimzade/poker_ai_analyzer/Poker_Analyzer/content/live_rake_structures_and_tips/v1/drills.jsonl",4,"title","Missing required key: title"
